filename,width,height,class,xmin,ymin,xmax,ymax
inv_50.jpg,350,500,invoice_date,87,383,184,410
inv_50.jpg,350,500,invoice_date,95,415,184,443
inv_50.jpg,350,500,invoice_date,96,453,246,483
inv_77.jpg,350,500,invoice_no,64,23,229,53
inv_77.jpg,350,500,invoice_no,65,68,184,100
inv_77.jpg,350,500,invoice_no,62,120,174,153
inv_77.jpg,350,500,invoice_no,64,165,166,197
inv_77.jpg,350,500,invoice_no,62,213,183,243
inv_77.jpg,350,500,invoice_no,64,251,178,283
inv_77.jpg,350,500,invoice_no,65,294,202,323
inv_77.jpg,350,500,invoice_date,64,335,205,368
inv_77.jpg,350,500,invoice_date,59,375,125,405
inv_77.jpg,350,500,invoice_date,53,416,145,443
inv_77.jpg,350,500,invoice_date,44,454,178,484
inv_32.jpg,350,500,invoice_no,134,131,208,152
inv_32.jpg,350,500,invoice_date,146,250,201,265
inv_238.jpg,350,500,invoice_no,93,27,324,56
inv_238.jpg,350,500,invoice_no,93,77,256,101
inv_238.jpg,350,500,invoice_no,94,130,234,156
inv_238.jpg,350,500,invoice_no,94,175,214,204
inv_238.jpg,350,500,invoice_no,94,221,259,247
inv_238.jpg,350,500,invoice_no,96,257,238,285
inv_238.jpg,350,500,invoice_no,94,300,291,329
inv_238.jpg,350,500,invoice_date,88,347,275,372
inv_238.jpg,350,500,invoice_date,82,382,159,407
inv_238.jpg,350,500,invoice_date,86,423,183,450
inv_238.jpg,350,500,invoice_date,81,464,229,491
inv_99.jpg,350,500,invoice_no,60,22,194,48
inv_99.jpg,350,500,invoice_no,66,70,157,100
inv_99.jpg,350,500,invoice_no,65,120,146,152
inv_99.jpg,350,500,invoice_no,67,168,136,195
inv_99.jpg,350,500,invoice_no,62,209,163,240
inv_99.jpg,350,500,invoice_no,61,250,161,274
inv_99.jpg,350,500,invoice_no,59,288,180,321
inv_99.jpg,350,500,invoice_date,58,340,181,366
inv_99.jpg,350,500,invoice_date,56,373,107,397
inv_99.jpg,350,500,invoice_date,58,414,124,443
inv_99.jpg,350,500,invoice_date,52,449,156,485
inv_101.jpg,350,500,invoice_no,49,21,144,42
inv_101.jpg,350,500,invoice_no,48,66,122,93
inv_101.jpg,350,500,invoice_no,57,124,116,143
inv_101.jpg,350,500,invoice_no,56,171,107,187
inv_101.jpg,350,500,invoice_no,58,216,124,230
inv_101.jpg,350,500,invoice_no,59,252,121,267
inv_101.jpg,350,500,invoice_no,51,295,131,313
inv_101.jpg,350,500,invoice_date,56,343,126,360
inv_101.jpg,350,500,invoice_date,46,375,88,390
inv_101.jpg,350,500,invoice_date,50,417,90,433
inv_101.jpg,350,500,invoice_date,42,458,106,473
inv_249.jpg,350,500,invoice_no,76,17,141,38
inv_249.jpg,350,500,invoice_no,79,68,129,85
inv_249.jpg,350,500,invoice_no,71,118,126,139
inv_249.jpg,350,500,invoice_no,78,165,117,183
inv_249.jpg,350,500,invoice_no,79,212,134,228
inv_249.jpg,350,500,invoice_no,78,245,134,260
inv_249.jpg,350,500,invoice_no,76,293,141,307
inv_249.jpg,350,500,invoice_date,74,335,132,354
inv_249.jpg,350,500,invoice_date,62,371,92,392
inv_249.jpg,350,500,invoice_date,70,413,113,428
inv_249.jpg,350,500,invoice_date,61,453,111,470
26.jpg,350,500,invoice_no,223,50,314,64
26.jpg,350,500,invoice_date,224,65,333,77
inv_31.jpg,350,500,invoice_no,121,133,204,153
inv_31.jpg,350,500,invoice_date,134,245,209,269
19.jpg,350,500,invoice_no,202,123,284,136
19.jpg,350,500,invoice_date,208,138,281,147
inv_97.jpg,350,500,invoice_no,71,25,243,58
inv_97.jpg,350,500,invoice_no,71,70,197,105
inv_97.jpg,350,500,invoice_no,74,124,186,158
inv_97.jpg,350,500,invoice_no,71,170,168,199
inv_97.jpg,350,500,invoice_no,69,214,204,248
inv_97.jpg,350,500,invoice_no,71,252,199,286
inv_97.jpg,350,500,invoice_no,71,293,223,326
inv_97.jpg,350,500,invoice_date,74,338,209,371
inv_97.jpg,350,500,invoice_date,59,375,129,408
inv_97.jpg,350,500,invoice_date,72,418,144,449
inv_97.jpg,350,500,invoice_date,61,461,196,494
inv_112.jpg,350,500,invoice_no,91,22,310,57
inv_112.jpg,350,500,invoice_no,88,66,245,103
inv_112.jpg,350,500,invoice_no,89,123,233,158
inv_112.jpg,350,500,invoice_no,86,170,211,198
inv_112.jpg,350,500,invoice_no,87,216,229,248
inv_112.jpg,350,500,invoice_no,88,253,211,281
inv_112.jpg,350,500,invoice_no,86,298,256,330
inv_112.jpg,350,500,invoice_date,84,340,277,370
inv_112.jpg,350,500,invoice_date,84,378,168,405
inv_112.jpg,350,500,invoice_date,88,417,169,446
inv_112.jpg,350,500,invoice_date,78,456,251,486
inv_182.jpg,350,500,invoice_no,108,11,219,40
inv_182.jpg,350,500,invoice_no,116,64,191,83
inv_182.jpg,350,500,invoice_no,118,115,181,139
inv_182.jpg,350,500,invoice_no,115,162,184,182
inv_182.jpg,350,500,invoice_no,124,208,186,226
inv_182.jpg,350,500,invoice_no,124,242,187,258
inv_182.jpg,350,500,invoice_no,116,290,196,306
inv_182.jpg,350,500,invoice_date,115,331,192,351
inv_182.jpg,350,500,invoice_date,103,365,158,393
inv_182.jpg,350,500,invoice_date,112,407,174,433
inv_182.jpg,350,500,invoice_date,104,448,173,468
inv_160.jpg,350,500,invoice_no,129,20,232,46
inv_160.jpg,350,500,invoice_no,132,68,209,93
inv_160.jpg,350,500,invoice_no,132,118,211,149
inv_160.jpg,350,500,invoice_no,131,167,191,191
inv_160.jpg,350,500,invoice_no,133,213,217,236
inv_160.jpg,350,500,invoice_no,134,251,196,268
inv_160.jpg,350,500,invoice_no,131,295,220,317
inv_160.jpg,350,500,invoice_date,128,341,210,360
inv_160.jpg,350,500,invoice_date,122,372,162,401
inv_160.jpg,350,500,invoice_date,125,414,180,439
inv_160.jpg,350,500,invoice_date,116,454,209,481
inv_199.jpg,350,500,invoice_no,80,16,144,37
inv_199.jpg,350,500,invoice_no,82,63,138,83
inv_199.jpg,350,500,invoice_no,81,110,124,136
inv_199.jpg,350,500,invoice_no,83,164,117,182
inv_199.jpg,350,500,invoice_no,81,205,144,224
inv_199.jpg,350,500,invoice_no,86,241,129,262
inv_199.jpg,350,500,invoice_no,77,286,143,308
inv_199.jpg,350,500,invoice_date,74,330,137,349
inv_199.jpg,350,500,invoice_date,63,366,106,386
inv_199.jpg,350,500,invoice_date,74,408,114,426
inv_199.jpg,350,500,invoice_date,69,445,121,465
inv_222.jpg,350,500,invoice_no,90,18,194,39
inv_222.jpg,350,500,invoice_no,93,64,183,82
inv_222.jpg,350,500,invoice_no,99,114,161,138
inv_222.jpg,350,500,invoice_no,100,168,154,182
inv_222.jpg,350,500,invoice_no,99,210,160,228
inv_222.jpg,350,500,invoice_no,96,244,162,266
inv_222.jpg,350,500,invoice_no,96,291,175,308
inv_222.jpg,350,500,invoice_date,86,335,184,355
inv_222.jpg,350,500,invoice_date,83,371,121,389
inv_222.jpg,350,500,invoice_date,89,410,136,431
inv_222.jpg,350,500,invoice_date,83,447,165,469
inv_121.jpg,350,500,invoice_no,53,21,156,49
inv_121.jpg,350,500,invoice_no,50,72,136,95
inv_121.jpg,350,500,invoice_no,49,124,121,146
inv_121.jpg,350,500,invoice_no,56,168,116,193
inv_121.jpg,350,500,invoice_no,51,213,129,237
inv_121.jpg,350,500,invoice_no,54,250,128,270
inv_121.jpg,350,500,invoice_no,44,287,151,318
inv_121.jpg,350,500,invoice_date,53,343,140,361
inv_121.jpg,350,500,invoice_date,46,374,96,398
inv_121.jpg,350,500,invoice_date,46,415,96,436
inv_121.jpg,350,500,invoice_date,43,457,124,479
35.jpg,350,500,invoice_no,18,163,68,175
35.jpg,350,500,invoice_date,104,166,152,176
inv_161.jpg,350,500,invoice_no,139,20,270,49
inv_161.jpg,350,500,invoice_no,141,67,237,95
inv_161.jpg,350,500,invoice_no,144,123,239,150
inv_161.jpg,350,500,invoice_no,144,172,216,195
inv_161.jpg,350,500,invoice_no,144,214,238,239
inv_161.jpg,350,500,invoice_no,146,252,225,273
inv_161.jpg,350,500,invoice_no,136,295,250,318
inv_161.jpg,350,500,invoice_date,141,340,244,362
inv_161.jpg,350,500,invoice_date,121,373,179,400
inv_161.jpg,350,500,invoice_date,134,418,190,438
inv_161.jpg,350,500,invoice_date,127,455,220,480
inv_192.jpg,350,500,invoice_no,86,20,201,43
inv_192.jpg,350,500,invoice_no,91,66,173,90
inv_192.jpg,350,500,invoice_no,89,115,176,151
inv_192.jpg,350,500,invoice_no,90,168,161,192
inv_192.jpg,350,500,invoice_no,86,208,208,233
inv_192.jpg,350,500,invoice_no,86,244,190,270
inv_192.jpg,350,500,invoice_no,84,288,216,315
inv_192.jpg,350,500,invoice_date,84,338,188,361
inv_192.jpg,350,500,invoice_date,74,370,132,398
inv_192.jpg,350,500,invoice_date,86,408,156,438
inv_192.jpg,350,500,invoice_date,69,448,164,475
2.jpg,350,500,invoice_no,232,122,284,135
2.jpg,350,500,invoice_date,227,137,294,147
37.jpg,350,500,invoice_no,16,63,117,83
37.jpg,350,500,invoice_date,189,22,286,34
inv_102.jpg,350,500,invoice_date,36,454,87,471
inv_102.jpg,350,500,invoice_date,44,416,84,433
inv_102.jpg,350,500,invoice_date,36,374,78,389
inv_102.jpg,350,500,invoice_date,44,339,107,357
inv_102.jpg,350,500,invoice_no,44,293,115,316
inv_102.jpg,350,500,invoice_no,49,248,104,269
inv_102.jpg,350,500,invoice_no,51,211,106,228
inv_102.jpg,350,500,invoice_no,51,168,92,187
inv_102.jpg,350,500,invoice_no,47,125,102,140
inv_102.jpg,350,500,invoice_no,49,71,104,90
inv_102.jpg,350,500,invoice_no,49,22,116,40
inv_58.jpg,350,500,invoice_no,110,27,240,54
inv_58.jpg,350,500,invoice_no,109,72,216,102
inv_58.jpg,350,500,invoice_no,109,120,208,159
inv_58.jpg,350,500,invoice_no,106,173,213,199
inv_58.jpg,350,500,invoice_no,105,216,214,245
inv_58.jpg,350,500,invoice_no,104,253,205,280
inv_58.jpg,350,500,invoice_no,104,295,227,330
inv_58.jpg,350,500,invoice_date,104,339,224,373
inv_58.jpg,350,500,invoice_date,103,379,180,405
inv_58.jpg,350,500,invoice_date,102,415,174,449
inv_58.jpg,350,500,invoice_date,97,456,208,488
inv_115.jpg,350,500,invoice_no,66,20,221,48
inv_115.jpg,350,500,invoice_no,67,70,180,97
inv_115.jpg,350,500,invoice_no,66,123,170,148
inv_115.jpg,350,500,invoice_no,68,168,156,193
inv_115.jpg,350,500,invoice_no,61,211,173,238
inv_115.jpg,350,500,invoice_no,61,251,161,275
inv_115.jpg,350,500,invoice_no,56,297,181,318
inv_115.jpg,350,500,invoice_date,62,335,204,366
inv_115.jpg,350,500,invoice_date,61,376,135,405
inv_115.jpg,350,500,invoice_date,64,415,141,445
inv_115.jpg,350,500,invoice_date,54,455,172,483
inv_186.jpg,350,500,invoice_no,138,19,279,47
inv_186.jpg,350,500,invoice_no,132,65,242,93
inv_186.jpg,350,500,invoice_no,145,115,226,148
inv_186.jpg,350,500,invoice_no,143,165,213,190
inv_186.jpg,350,500,invoice_no,139,210,250,234
inv_186.jpg,350,500,invoice_no,144,248,230,271
inv_186.jpg,350,500,invoice_no,138,294,269,318
inv_186.jpg,350,500,invoice_date,136,339,249,361
inv_186.jpg,350,500,invoice_date,123,372,181,395
inv_186.jpg,350,500,invoice_date,129,407,202,438
inv_186.jpg,350,500,invoice_date,126,455,230,475
inv_228.jpg,350,500,invoice_no,94,19,309,55
inv_228.jpg,350,500,invoice_no,98,65,255,105
inv_228.jpg,350,500,invoice_no,101,124,236,158
inv_228.jpg,350,500,invoice_no,102,171,217,203
inv_228.jpg,350,500,invoice_no,104,216,247,245
inv_228.jpg,350,500,invoice_no,105,251,229,283
inv_228.jpg,350,500,invoice_no,100,295,269,328
inv_228.jpg,350,500,invoice_date,97,343,277,371
inv_228.jpg,350,500,invoice_date,87,377,161,405
inv_228.jpg,350,500,invoice_date,96,415,174,449
inv_228.jpg,350,500,invoice_date,89,456,231,490
inv_220.jpg,350,500,invoice_no,41,14,302,53
inv_220.jpg,350,500,invoice_no,36,65,234,100
inv_220.jpg,350,500,invoice_no,42,121,186,151
inv_220.jpg,350,500,invoice_no,44,164,184,198
inv_220.jpg,350,500,invoice_no,47,210,183,240
inv_220.jpg,350,500,invoice_no,47,251,189,277
inv_220.jpg,350,500,invoice_no,43,291,243,325
inv_220.jpg,350,500,invoice_date,39,337,261,368
inv_220.jpg,350,500,invoice_date,36,375,122,403
inv_220.jpg,350,500,invoice_date,40,413,121,443
inv_220.jpg,350,500,invoice_date,33,455,225,485
inv_135.jpg,350,500,invoice_no,16,18,120,43
inv_135.jpg,350,500,invoice_no,20,72,90,91
inv_135.jpg,350,500,invoice_no,21,125,87,146
inv_135.jpg,350,500,invoice_no,18,168,74,194
inv_135.jpg,350,500,invoice_no,15,214,89,232
inv_135.jpg,350,500,invoice_no,17,250,84,268
inv_135.jpg,350,500,invoice_no,17,295,97,315
inv_135.jpg,350,500,invoice_date,15,338,105,360
inv_135.jpg,350,500,invoice_date,10,375,54,391
inv_135.jpg,350,500,invoice_date,12,418,55,439
inv_135.jpg,350,500,invoice_date,6,455,76,475
inv_142.jpg,350,500,invoice_no,151,19,306,53
inv_142.jpg,350,500,invoice_no,156,70,263,101
inv_142.jpg,350,500,invoice_no,152,123,254,153
inv_142.jpg,350,500,invoice_no,156,167,234,199
inv_142.jpg,350,500,invoice_no,154,214,261,238
inv_142.jpg,350,500,invoice_no,161,254,246,272
inv_142.jpg,350,500,invoice_no,154,293,279,321
inv_142.jpg,350,500,invoice_date,156,339,278,370
inv_142.jpg,350,500,invoice_date,141,374,211,403
inv_142.jpg,350,500,invoice_date,152,416,216,444
inv_142.jpg,350,500,invoice_date,143,456,254,484
inv_98.jpg,350,500,invoice_no,65,20,220,55
inv_98.jpg,350,500,invoice_no,66,70,184,104
inv_98.jpg,350,500,invoice_no,64,123,166,155
inv_98.jpg,350,500,invoice_no,67,167,158,198
inv_98.jpg,350,500,invoice_no,70,215,187,241
inv_98.jpg,350,500,invoice_no,69,250,186,279
inv_98.jpg,350,500,invoice_no,66,292,204,324
inv_98.jpg,350,500,invoice_date,65,339,189,365
inv_98.jpg,350,500,invoice_date,55,371,115,403
inv_98.jpg,350,500,invoice_date,61,415,133,445
inv_98.jpg,350,500,invoice_date,52,457,164,485
inv_175.jpg,350,500,invoice_no,126,22,329,54
inv_175.jpg,350,500,invoice_no,131,71,273,103
inv_175.jpg,350,500,invoice_no,126,125,256,158
inv_175.jpg,350,500,invoice_no,129,169,234,202
inv_175.jpg,350,500,invoice_no,136,214,277,245
inv_175.jpg,350,500,invoice_no,129,251,263,281
inv_175.jpg,350,500,invoice_no,129,294,306,328
inv_175.jpg,350,500,invoice_date,129,340,302,375
inv_175.jpg,350,500,invoice_date,116,376,186,409
inv_175.jpg,350,500,invoice_date,117,414,224,449
inv_175.jpg,350,500,invoice_date,121,456,264,490
inv_27.jpg,350,500,invoice_no,4,105,258,166
inv_27.jpg,350,500,invoice_date,26,232,246,291
inv_93.jpg,350,500,invoice_no,75,20,239,66
inv_93.jpg,350,500,invoice_no,79,71,200,108
inv_93.jpg,350,500,invoice_no,83,124,190,160
inv_93.jpg,350,500,invoice_no,86,172,178,204
inv_93.jpg,350,500,invoice_no,84,213,196,246
inv_93.jpg,350,500,invoice_no,84,252,173,285
inv_93.jpg,350,500,invoice_no,79,295,201,330
inv_93.jpg,350,500,invoice_date,79,339,221,370
inv_93.jpg,350,500,invoice_date,74,375,134,407
inv_93.jpg,350,500,invoice_date,72,419,147,453
inv_93.jpg,350,500,invoice_date,67,458,189,490
inv_214.jpg,350,500,invoice_no,63,15,133,37
inv_214.jpg,350,500,invoice_no,69,65,119,83
inv_214.jpg,350,500,invoice_no,62,117,125,140
inv_214.jpg,350,500,invoice_no,71,165,116,184
inv_214.jpg,350,500,invoice_no,63,206,124,226
inv_214.jpg,350,500,invoice_no,63,244,113,262
inv_214.jpg,350,500,invoice_no,66,290,124,313
inv_214.jpg,350,500,invoice_date,62,335,117,353
inv_214.jpg,350,500,invoice_date,52,370,91,386
inv_214.jpg,350,500,invoice_date,55,408,96,428
inv_214.jpg,350,500,invoice_date,53,452,104,465
inv_87.jpg,350,500,invoice_no,54,18,153,52
inv_87.jpg,350,500,invoice_no,56,71,137,98
inv_87.jpg,350,500,invoice_no,61,122,128,151
inv_87.jpg,350,500,invoice_no,59,171,121,195
inv_87.jpg,350,500,invoice_no,59,215,131,239
inv_87.jpg,350,500,invoice_no,61,248,126,280
inv_87.jpg,350,500,invoice_no,58,294,134,320
inv_87.jpg,350,500,invoice_date,59,340,136,362
inv_87.jpg,350,500,invoice_date,50,370,119,404
inv_87.jpg,350,500,invoice_date,46,415,114,442
inv_87.jpg,350,500,invoice_date,44,453,121,482
12.jpg,350,500,invoice_no,110,128,164,163
12.jpg,350,500,invoice_date,109,175,168,206
inv_81.jpg,350,500,invoice_no,72,23,282,60
inv_81.jpg,350,500,invoice_no,68,68,234,106
inv_81.jpg,350,500,invoice_no,63,119,206,161
inv_81.jpg,350,500,invoice_no,63,171,191,204
inv_81.jpg,350,500,invoice_no,70,213,226,248
inv_81.jpg,350,500,invoice_no,69,252,209,283
inv_81.jpg,350,500,invoice_no,68,292,251,333
inv_81.jpg,350,500,invoice_date,69,339,252,375
inv_81.jpg,350,500,invoice_date,61,378,150,410
inv_81.jpg,350,500,invoice_date,59,416,162,451
inv_81.jpg,350,500,invoice_date,54,455,218,493
inv_151.jpg,350,500,invoice_no,120,25,336,58
inv_151.jpg,350,500,invoice_no,126,75,284,105
inv_151.jpg,350,500,invoice_no,126,128,277,156
inv_151.jpg,350,500,invoice_no,124,168,243,203
inv_151.jpg,350,500,invoice_no,124,218,269,247
inv_151.jpg,350,500,invoice_no,124,253,245,279
inv_151.jpg,350,500,invoice_no,124,298,296,330
inv_151.jpg,350,500,invoice_date,120,343,312,368
inv_151.jpg,350,500,invoice_date,116,380,186,405
inv_151.jpg,350,500,invoice_date,117,418,191,448
inv_151.jpg,350,500,invoice_date,114,462,270,488
inv_12.jpg,350,500,invoice_no,79,127,228,158
inv_12.jpg,350,500,invoice_date,73,248,193,278
inv_22.jpg,350,500,invoice_no,68,118,238,155
inv_22.jpg,350,500,invoice_date,81,235,231,289
inv_96.jpg,350,500,invoice_no,76,25,269,60
inv_96.jpg,350,500,invoice_no,76,72,214,105
inv_96.jpg,350,500,invoice_no,78,125,207,158
inv_96.jpg,350,500,invoice_no,81,173,187,204
inv_96.jpg,350,500,invoice_no,83,216,227,247
inv_96.jpg,350,500,invoice_no,78,255,228,284
inv_96.jpg,350,500,invoice_no,79,295,248,331
inv_96.jpg,350,500,invoice_date,77,344,232,373
inv_96.jpg,350,500,invoice_date,61,377,148,408
inv_96.jpg,350,500,invoice_date,64,420,176,450
inv_96.jpg,350,500,invoice_date,61,455,194,494
inv_13.jpg,350,500,invoice_no,79,128,209,160
inv_13.jpg,350,500,invoice_date,70,251,174,275
24.jpg,350,500,invoice_no,192,79,247,90
24.jpg,350,500,invoice_date,193,62,285,79
inv_129.jpg,350,500,invoice_no,58,20,302,58
inv_129.jpg,350,500,invoice_no,59,73,237,109
inv_129.jpg,350,500,invoice_no,60,125,206,160
inv_129.jpg,350,500,invoice_no,57,171,184,205
inv_129.jpg,350,500,invoice_no,62,215,218,250
inv_129.jpg,350,500,invoice_no,49,253,200,290
inv_129.jpg,350,500,invoice_no,49,296,249,334
inv_129.jpg,350,500,invoice_date,46,343,261,371
inv_129.jpg,350,500,invoice_date,47,377,131,408
inv_129.jpg,350,500,invoice_date,43,415,155,449
inv_129.jpg,350,500,invoice_date,46,457,216,491
0.jpg,350,500,invoice_no,214,83,330,97
0.jpg,350,500,invoice_date,213,100,329,109
inv_86.jpg,350,500,invoice_no,55,20,147,45
inv_86.jpg,350,500,invoice_no,52,70,126,94
inv_86.jpg,350,500,invoice_no,52,120,126,148
inv_86.jpg,350,500,invoice_no,51,165,117,193
inv_86.jpg,350,500,invoice_no,49,212,122,240
inv_86.jpg,350,500,invoice_no,52,250,124,278
inv_86.jpg,350,500,invoice_no,51,287,130,323
inv_86.jpg,350,500,invoice_date,52,335,131,366
inv_86.jpg,350,500,invoice_date,48,373,97,396
inv_86.jpg,350,500,invoice_date,51,416,91,440
inv_86.jpg,350,500,invoice_date,44,454,109,483
inv_6.jpg,350,500,invoice_no,160,134,294,164
inv_6.jpg,350,500,invoice_date,124,298,195,317
inv_211.jpg,350,500,invoice_no,89,19,285,53
inv_211.jpg,350,500,invoice_no,105,73,239,98
inv_211.jpg,350,500,invoice_no,107,123,221,150
inv_211.jpg,350,500,invoice_no,101,167,209,197
inv_211.jpg,350,500,invoice_no,102,213,226,243
inv_211.jpg,350,500,invoice_no,105,250,214,279
inv_211.jpg,350,500,invoice_no,91,290,255,324
inv_211.jpg,350,500,invoice_date,92,336,256,366
inv_211.jpg,350,500,invoice_date,82,375,166,403
inv_211.jpg,350,500,invoice_date,96,415,176,444
inv_211.jpg,350,500,invoice_date,89,457,231,483
inv_15.jpg,350,500,invoice_no,90,125,264,159
inv_15.jpg,350,500,invoice_date,84,246,223,279
inv_105.jpg,350,500,invoice_no,51,19,161,51
inv_105.jpg,350,500,invoice_no,48,65,139,93
inv_105.jpg,350,500,invoice_no,45,118,130,148
inv_105.jpg,350,500,invoice_no,44,167,118,193
inv_105.jpg,350,500,invoice_no,44,209,138,236
inv_105.jpg,350,500,invoice_no,44,248,123,273
inv_105.jpg,350,500,invoice_no,39,293,149,322
inv_105.jpg,350,500,invoice_date,39,339,137,363
inv_105.jpg,350,500,invoice_date,39,376,101,398
